timestamp,temp_internal_number,door,door2,door3,smoke,power_failure,flood,flood2,remote_temp,plant_voltage,generator,hydrogen
09-01-18 00:03,68.4,0,0,,1,1,,,,-54.9,,
09-01-18 00:04,68.3,0,0,,1,1,,,,-54.9,,
09-01-18 00:05,68.9,0,0,,1,1,,,,-54.9,,
09-01-18 00:06,69.5,0,0,,1,1,,,,-54.9,,
09-01-18 00:07,69.9,0,0,,1,1,,,,-54.9,,
09-01-18 00:08,70.2,0,0,,1,1,,,,-55.1,,
09-01-18 00:09,70.5,0,0,,1,1,,,,-55.1,,
09-01-18 00:10,70.8,0,0,,1,1,,,,-54.9,,
09-01-18 00:11,71.0,0,0,,1,1,,,,-54.9,,
09-01-18 00:12,71.3,0,0,,1,1,,,,-55.1,,
09-01-18 00:13,71.4,0,0,,1,1,,,,-54.9,,
09-01-18 00:14,71.7,0,0,,1,1,,,,-55.1,,
09-01-18 00:15,71.9,0,0,,1,1,,,,-54.9,,
09-01-18 00:16,72.1,0,0,,1,1,,,,-55.1,,
09-01-18 00:17,71.7,0,0,,1,1,,,,-54.9,,
09-01-18 00:18,71.0,0,0,,1,1,,,,-55.1,,
09-01-18 00:19,70.8,0,0,,1,1,,,,-54.9,,
09-01-18 00:20,70.6,0,0,,1,1,,,,-55.1,,
09-01-18 00:21,70.4,0,0,,1,1,,,,-54.9,,
09-01-18 00:22,70.3,0,0,,1,1,,,,-55.1,,
09-01-18 00:23,70.3,0,0,,1,1,,,,-55.1,,
09-01-18 00:24,70.0,0,0,,1,1,,,,-54.9,,
09-01-18 00:25,70.0,0,0,,1,1,,,,-55.1,,
09-01-18 00:26,69.8,0,0,,1,1,,,,-54.9,,
09-01-18 00:27,69.8,0,0,,1,1,,,,-54.9,,
09-01-18 00:28,69.6,0,0,,1,1,,,,-55.1,,
09-01-18 00:29,69.4,0,0,,1,1,,,,-55.1,,
09-01-18 00:30,69.5,0,0,,1,1,,,,-54.9,,
09-01-18 00:31,69.2,0,0,,1,1,,,,-55.1,,
09-01-18 00:32,69.2,0,0,,1,1,,,,-54.9,,
09-01-18 00:33,69.2,0,0,,1,1,,,,-54.9,,
09-01-18 00:34,69.1,0,0,,1,1,,,,-54.9,,
09-01-18 00:35,68.9,0,0,,1,1,,,,-55.1,,
09-01-18 00:36,69.0,0,0,,1,1,,,,-54.9,,
09-01-18 00:37,69.0,0,0,,1,1,,,,-54.9,,
09-01-18 00:38,68.9,0,0,,1,1,,,,-55.1,,
09-01-18 00:39,69.0,0,0,,1,1,,,,-54.9,,
09-01-18 00:40,68.8,0,0,,1,1,,,,-54.9,,
09-01-18 00:41,68.7,0,0,,1,1,,,,-55.1,,
09-01-18 00:42,68.6,0,0,,1,1,,,,-55.1,,
09-01-18 00:43,68.6,0,0,,1,1,,,,-54.9,,
09-01-18 00:44,68.5,0,0,,1,1,,,,-54.9,,
09-01-18 00:45,68.6,0,0,,1,1,,,,-54.9,,
09-01-18 00:46,68.7,0,0,,1,1,,,,-55.1,,
09-01-18 00:47,68.7,0,0,,1,1,,,,-55.0,,
09-01-18 00:48,68.6,0,0,,1,1,,,,-55.1,,
09-01-18 00:49,68.5,0,0,,1,1,,,,-55.1,,
09-01-18 00:50,68.6,0,0,,1,1,,,,-55.1,,
09-01-18 00:51,68.5,0,0,,1,1,,,,-54.9,,
09-01-18 00:52,68.7,0,0,,1,1,,,,-54.9,,
09-01-18 00:53,69.3,0,0,,1,1,,,,-54.9,,
09-01-18 00:54,69.7,0,0,,1,1,,,,-55.1,,
09-01-18 00:55,70.1,0,0,,1,1,,,,-55.1,,
09-01-18 00:56,70.4,0,0,,1,1,,,,-54.9,,
09-01-18 00:57,70.7,0,0,,1,1,,,,-54.9,,
09-01-18 00:58,71.0,0,0,,1,1,,,,-55.0,,
09-01-18 00:59,71.3,0,0,,1,1,,,,-55.1,,
09-01-18 01:00,71.5,0,0,,1,1,,,,-54.9,,
09-01-18 01:01,71.6,0,0,,1,1,,,,-55.1,,
09-01-18 01:02,71.8,0,0,,1,1,,,,-54.9,,
09-01-18 01:03,72.1,0,0,,1,1,,,,-54.9,,
09-01-18 08:44,71.9,0,0,,1,1,,,,-54.9,,
09-01-18 08:45,71.7,0,0,,1,1,,,,-54.9,,
09-01-18 08:46,71.1,0,0,,1,1,,,,-55.1,,
09-01-18 08:47,70.9,0,0,,1,1,,,,-55.1,,
09-01-18 08:48,70.7,0,0,,1,1,,,,-54.9,,
09-01-18 08:49,70.6,0,0,,1,1,,,,-54.9,,
09-01-18 08:50,70.4,0,0,,1,1,,,,-54.9,,
09-01-18 08:51,70.2,0,0,,1,1,,,,-55.1,,
09-01-18 08:52,70.2,0,0,,1,1,,,,-54.9,,
09-01-18 08:53,70.0,0,0,,1,1,,,,-55.1,,
09-01-18 08:54,69.9,0,0,,1,1,,,,-55.1,,
09-01-18 08:55,69.7,0,0,,1,1,,,,-55.1,,
09-01-18 08:56,69.7,0,0,,1,1,,,,-55.1,,
09-01-18 08:57,69.6,0,0,,1,1,,,,-54.8,,
09-01-18 08:58,69.5,0,0,,1,1,,,,-54.9,,
09-01-18 08:59,69.5,0,0,,1,1,,,,-55.1,,
09-01-18 09:00,69.5,0,0,,1,1,,,,-54.9,,
09-01-18 09:01,69.3,0,0,,1,1,,,,-55.1,,
09-01-18 09:02,69.2,0,0,,1,1,,,,-55.1,,
09-01-18 09:03,69.3,0,0,,1,1,,,,-55.1,,
09-01-18 09:04,69.2,0,0,,1,1,,,,-54.9,,
09-01-18 09:05,69.1,0,0,,1,1,,,,-55.1,,
09-01-18 09:06,69.0,0,0,,1,1,,,,-55.1,,
09-01-18 09:07,69.0,0,0,,1,1,,,,-54.9,,
09-01-18 09:08,69.0,0,0,,1,1,,,,-55.0,,
09-01-18 09:09,68.9,0,0,,1,1,,,,-54.9,,
09-01-18 09:10,69.1,0,0,,1,1,,,,-54.9,,
09-01-18 09:11,69.7,0,0,,1,1,,,,-55.0,,
09-01-18 09:12,70.1,0,0,,1,1,,,,-54.9,,
09-01-18 09:13,70.5,0,0,,1,1,,,,-54.9,,
09-01-18 09:14,70.8,0,0,,1,1,,,,-55.0,,
09-01-18 09:15,71.1,0,0,,1,1,,,,-55.1,,
09-01-18 09:16,71.4,0,0,,1,1,,,,-55.1,,
09-01-18 09:17,71.7,0,0,,1,1,,,,-54.9,,
09-01-18 09:18,72.0,0,0,,1,1,,,,-55.1,,
09-01-18 09:19,72.2,0,0,,1,1,,,,-54.9,,
09-01-18 09:20,72.4,0,0,,1,1,,,,-55.1,,
09-01-18 09:21,72.7,0,0,,1,1,,,,-54.9,,
09-01-18 09:22,72.8,0,0,,1,1,,,,-54.9,,
09-01-18 09:23,72.6,0,0,,1,1,,,,-55.1,,
09-01-18 09:24,72.2,0,0,,1,1,,,,-55.1,,
09-01-18 09:25,72.2,0,0,,1,1,,,,-55.0,,
09-01-18 09:26,72.2,0,0,,1,1,,,,-54.9,,
09-01-18 09:27,71.8,0,0,,1,1,,,,-55.1,,
09-01-18 09:28,71.5,0,0,,1,1,,,,-54.9,,
09-01-18 09:29,71.2,0,0,,1,1,,,,-54.9,,
09-01-18 09:30,71.2,0,0,,1,1,,,,-54.9,,
09-01-18 09:31,71.0,0,0,,1,1,,,,-54.9,,
09-01-18 09:32,70.8,0,0,,1,1,,,,-54.9,,
09-01-18 09:33,70.9,0,0,,1,1,,,,-55.1,,
09-01-18 09:34,70.6,0,0,,1,1,,,,-54.9,,
09-01-18 09:35,70.5,0,0,,1,1,,,,-54.9,,
09-01-18 09:36,70.3,0,0,,1,1,,,,-55.1,,
09-01-18 09:37,70.3,0,0,,1,1,,,,-55.1,,
09-01-18 09:38,70.1,0,0,,1,1,,,,-54.9,,
09-01-18 09:39,70.0,0,0,,1,1,,,,-54.9,,
09-01-18 09:40,70.1,0,0,,1,1,,,,-55.1,,
09-01-18 09:41,70.1,0,0,,1,1,,,,-54.9,,
09-01-18 09:42,69.9,0,0,,1,1,,,,-54.9,,
09-01-18 09:43,69.9,0,0,,1,1,,,,-55.1,,
09-01-18 09:44,69.9,0,0,,1,1,,,,-54.9,,
